name,movie_name,_merge,name_error,error
,Manhunter (Red Dragon),right_only,,
,Maria Full of Grace ,right_only,,
,Maverick,right_only,,
,Max Payne ,right_only,,
,Me and Earl and the Dying Girl,right_only,,
,Mean Girls,right_only,,
,Mean Streets (Season of the Witch),right_only,,
,Memphis Belle,right_only,,
,Men In Black,right_only,,
,Men In Black 3,right_only,,
,Midnight Run,right_only,,
,Mighty Morphin Power Rangers,right_only,,
,Miles Ahead,right_only,,
,Mississippi Grind,right_only,,
,Mistress America,right_only,,
,Mobsters,right_only,,
,Moonlight,right_only,,
,Mr. Blandings Builds His Dream House,right_only,,
,Mr. Deeds Goes to Town,right_only,,
,Mr. Smith Goes To Washington,right_only,,
,Mr. Smith Goes to Washington,right_only,,
,Munich,right_only,,
,Music of the Heart (Fifty Violins),right_only,,
,My Mother Dreams The Satan's Disciples in New York,right_only,,
,Naked City,right_only,,
,Near Dark,right_only,,
,New Nightmare,right_only,,
,Nightcrawler,right_only,,
,"Nightmare On Elm Street, A",right_only,,
,Nightmare on Elm Street 4: Dream Master,right_only,,
,Nightmare on Elm Street 5: Dream Child,right_only,,
,Nightmare on Elm Street 6: Freddy's Dead: The Final Nightmare,right_only,,
,Nightmare on Elm Street 7: Wes Craven's New Nightmare,right_only,,
,Nixon,right_only,,
,No Country For Old Men (Shooting),right_only,,
,Noah,right_only,,
,Normal Adolescent Behavior,right_only,,
,North By Northwest,right_only,,
,"O Brother, Where Art Thou?",right_only,,
,"Officer And A Gentleman, An",right_only,,
,Okja,right_only,,
,On The Waterfront,right_only,,
,Once Upon A Time In America,right_only,,
,One Eight Seven,right_only,,
,One Flew Over The Cuckoo's Nest,right_only,,
,One Saliva Bubble,right_only,,
,Only Angels Have Wings,right_only,,
,Out Of Time,right_only,,
,Out of Africa,right_only,,
,PI,right_only,,
,Pacific Rim,right_only,,
,Pan's Labyrinth,right_only,,
,Panther,right_only,,
,Paper Moon,right_only,,
,Planet of the Apes,right_only,,
,"Planet of the Apes, 2001",right_only,,
,Playback,right_only,,
,Poltergeist,right_only,,
,Popeye,right_only,,
,Portrait of Jennie,right_only,,
,Possession,right_only,,
,Pray For Dawn,right_only,,
,Prisoners,right_only,,
,Punch Drunk Love,right_only,,
,Quebecois!,right_only,,
,Quills,right_only,,
,Rabid,right_only,,
,Raiders Of The Lost Ark: Indiana Jones,right_only,,
,Rails & Ties,right_only,,
,Rambo: First Blood Part II,right_only,,
,Remember,right_only,,
,Resident Evil - Romero - Unproduced,right_only,,
,Return to Me,right_only,,
,Ride the High Country,right_only,,
,"Robin Hood, The Prince of Thieves",right_only,,
,Rock & Rule,right_only,,
,Rocky Balboa (Rocky (Puncher's Chance)),right_only,,
,Room With A View,right_only,,
,Rough Diamonds (filmed as Wild Things: Diamonds in the Rough),right_only,,
,S.W.A.T.,right_only,,
,Saboteur,right_only,,
,Season of the Witch (Mean Streets),right_only,,
,Second Act,right_only,,
,Secret Window,right_only,,
,Semi Pro,right_only,,
,Sense And Sensibility,right_only,,
,Seven,right_only,,
,"Sex, Lies and Videotapes",right_only,,
,"Sex, Lies, And Videotape",right_only,,
,Sgt. Rock,right_only,,
,Silence,right_only,,
,Silverado,right_only,,
,Sing Street,right_only,,
,Singin' in the Rain,right_only,,
,Slash,right_only,,
,SliTHER,right_only,,
,Slow West,right_only,,
,Smokey and the Bandit,right_only,,
,So I Married An Axe Murderer,right_only,,
,Some Like It Hot,right_only,,
,"Something Borrowed (filmed as ""The Wedding Date"")",right_only,,
,Somewhere,right_only,,
,Somewhere In Time (Bid Time Return),right_only,,
,"Sorry, Right Number",right_only,,
,"South Park: Bigger, Longer, Uncut",right_only,,
,Space Cowboys,right_only,,
,Spider-man,right_only,,
,St. Vincent (de Van Nuys),right_only,,
,Stagecoach,right_only,,
,Stalag 17,right_only,,
,Star Trek 01: The Motion Picture,right_only,,
,Star Trek 02: The Wrath Of Khan,right_only,,
,Star Trek 07: Generations,right_only,,
,Star Trek 08: First Contact,right_only,,
,Star Trek 10: Nemesis,right_only,,
,State And Main,right_only,,
,Station,right_only,,
,Stolen Summer,right_only,,
,Stone My Heart,right_only,,
,Stranger Than Fiction,right_only,,
,Stuart Little 2,right_only,,
,Sully,right_only,,
,Summer of 84,right_only,,
,SuperFights,right_only,,
,Superman,right_only,,
,Sweet November,right_only,,
,THX 1138,right_only,,
,Tall In The Saddle,right_only,,
,Tarzan's Secret Treasure,right_only,,
,Tender Mercies,right_only,,
,The 5th Element,right_only,,
,The 9th Gate,right_only,,
,The Adventures of Ford Fairlane (Ford Fairlane ),right_only,,
,The African Queen,right_only,,
,The Big Easy,right_only,,
,The Big Sleep,right_only,,
,The Bijou,right_only,,
,The Body Snatcher,right_only,,
,The Bodyguard,right_only,,
,The Boy Next Door,right_only,,
,The Bucket List,right_only,,
,The Butler,right_only,,
,The Cable Guy,right_only,,
,The Cat People,right_only,,
,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (formerly The Hundred Year Winter)",right_only,,
,The Comedian,right_only,,
,The Corruptor,right_only,,
,The Crowded Room,right_only,,
,The Crying Game,right_only,,
,The Day The Earth Stood Still,right_only,,
,The Devil's Advocate,right_only,,
,The Disaster Artist,right_only,,
,The Diving Bell and the Butterfly (Le Scaphandre et le papillon),right_only,,
,The Doors of Perception,right_only,,
,The Dragons of Krull,right_only,,
,The Egyptian,right_only,,
,The Electric Horseman,right_only,,
,The End of the Tour,right_only,,
,The Fact of Murder,right_only,,
,The Faculty (a.k.a The Feelers),right_only,,
,The Fantastic Four,right_only,,
,The Fault in our Stars,right_only,,
,The Fisher King,right_only,,
,The Florida Project,right_only,,
,The Founder,right_only,,
,The Fugitive ,right_only,,
,The Godfather,right_only,,
,The Godfather Part 2,right_only,,
,The Goonies,right_only,,
,The Grand Budapest Hotel,right_only,,
,The Great Train Robbery,right_only,,
,"The Greatest Muppet Movie of All Time (filmed as ""The Muppets"")",right_only,,
,The Hateful Eight,right_only,,
,The Haunting (The Haunting of Hill House),right_only,,
,The Haunting of Hill House (The Haunting),right_only,,
,The Hills Have Eyes (was Blood Relations The Sun Wars),right_only,,
,The Hindenberg,right_only,,
,The Hitcher,right_only,,
,The Hollars,right_only,,
,The Horse Wisperer,right_only,,
,The Hulk,right_only,,
,"The Hundred Year Winter (filmed as The Chronicles of Narnia: The Lion, the Witch and the Wardrobe)",right_only,,
,The Hunt For Red October,right_only,,
,The Hustler,right_only,,
,The Island of Dr. Moreau,right_only,,
,The Jackie Robinson Story,right_only,,
,The Jolson Story,right_only,,
,The Kingdom ,right_only,,
,The Kingdom of Heaven,right_only,,
,The Last Temptation of Christ,right_only,,
,The Leopard Man,right_only,,
,The Life and Death of Colonel Blimp,right_only,,
,The Lion In Winter,right_only,,
,The Long Goodbye,right_only,,
,The Lookout,right_only,,
,The Lord of the Rings: The Return of the King,right_only,,
,The Lost Boys,right_only,,
,The Lost City of Z,right_only,,
,The Lost Weekend,right_only,,
,The Lovely Bones,right_only,,
,The Maltese Falcon,right_only,,
,The Meddler,right_only,,
,The Meyerowitz Stories (New and Selected),right_only,,
,The Mirror Has Two Faces,right_only,,
,The Mummy (1999),right_only,,
,The Muppets (written as The Greatest Muppet Movie of All Time),right_only,,
,The Night of the Hunter,right_only,,
,The Number 23,right_only,,
,The Omen,right_only,,
,The Parallax View,right_only,,
,The Perfect Neighbor (was The Perfect Stranger),right_only,,
,"The Perfect Stranger (filmed as ""The Perfect Neighbor"")",right_only,,
,The Ploughman's Lunch,right_only,,
,The Post,right_only,,
,The Private Life of Sherlock Homes,right_only,,
,The Producers,right_only,,
,The Public Eye,right_only,,
,The Red Turtle,right_only,,
,The Royal Tenenbaums,right_only,,
,The Rules of Attraction,right_only,,
,The Seventh Victim,right_only,,
,The Silence Of The Lambs,right_only,,
,The Spectacular Now,right_only,,
,The Spirit of St. Louis,right_only,,
,The Stunt Man,right_only,,
,The Thin Man,right_only,,
,The Third Man,right_only,,
,The Utah Murder Project,right_only,,
,"The Village (originally ""The Woods"")",right_only,,
,The Wedding Crashers,right_only,,
,"The Wedding Date (was ""Something Borrowed"")",right_only,,
,The Wild One,right_only,,
,The Witches of Eastwick,right_only,,
,The X-Files Movie,right_only,,
,The Year of Living Dangerously,right_only,,
,The Zero Theorem,right_only,,
,Thief,right_only,,
,Thir13en Ghosts,right_only,,
,Thirteen Ghosts,right_only,,
,Three Thousand (filmed as Pretty Woman),right_only,,
,To Kill a Mockingbird,right_only,,
,To Sleep With Anger,right_only,,
,Toni Erdmann,right_only,,
,Tootsie,right_only,,
,Trainwreck,right_only,,
,True Believer,right_only,,
,True Crime,right_only,,
,Twelve Monkeys,right_only,,
,Twin Peaks: Fire Walk With Me,right_only,,
,U Turn (Stray Dogs),right_only,,
,Unbroken,right_only,,
,Untitled 50 Cent Project (filmed as Get Rich Or Die Trying),right_only,,
,Untraceable,right_only,,
,Vantage Point,right_only,,
,Vicky Cristina Barcelona,right_only,,
,Wes Craven's New Nightmare,right_only,,
,What to Expect When You're Expecting,right_only,,
,When A Stranger Calls,right_only,,
,While We're Young,right_only,,
,Who Framed Roger Rabbit? (Who Shot Roger Rabbit?),right_only,,
,Wild Things: Diamonds in the Rough (was Rough Diamonds),right_only,,
,"Wild, Wild West",right_only,,
,Woman In Gold,right_only,,
,Wonderstruck,right_only,,
,Wreck It Ralph,right_only,,
,"You'll Never Die In This Town Again (Kiss, Kiss, Bang, Bang)",right_only,,
,Youth,right_only,,
,Youth In Revolt,right_only,,
,boy who never slept,right_only,,
,mother!,right_only,,
,no info,right_only,,
,the last reveal,right_only,,
,the weinstein company,right_only,,
,visualizing planet of the apes,right_only,,
,wikipedia,right_only,,
