name,pacal_case_name,movie_name,movie_url,movie_url_extension,pacal_case_movie_name,_merge,name_error,error,pacal_case_name_error
,,The Electric Horseman,https://www.dailyscript.com/scripts/theelectrichorseman.pdf,pdf,theelectrichorseman,right_only,,,
,,The End of the Tour,https://www.dailyscript.com/scripts/EndOfTourScript.pdf,pdf,theendofthetour,right_only,,,
,,The Fact of Murder,https://www.dailyscript.com/scripts/factofmurder.html,html,thefactofmurder,right_only,,,
,,The Faculty (a.k.a The Feelers),https://www.dailyscript.com/scripts/The-Faculty.pdf,pdf,thefaculty(akathefeelers),right_only,,,
,,The Fantastic Four,https://www.dailyscript.com/scripts/fantasticfour.html,html,thefantasticfour,right_only,,,
,,The Fisher King,https://www.dailyscript.com/scripts/fisher-king_early.html,html,thefisherking,right_only,,,
,,The Florida Project,https://www.dailyscript.com/scripts/The_Florida_Project_Script.pdf,pdf,thefloridaproject,right_only,,,
,,The Founder,https://www.dailyscript.com/scripts/THE-FOUNDER_Script_wCover_Rd12.pdf,pdf,thefounder,right_only,,,
,,The Godfather,"https://www.dailyscript.com/scripts/Godfather,%20The.txt",txt,thegodfather,right_only,,,
,,The Godfather Part 2,https://www.dailyscript.com/scripts/godfather2.html,html,thegodfatherpart2,right_only,,,
,,The Goonies,https://www.dailyscript.com/scripts/goonies.pdf,pdf,thegoonies,right_only,,,
,,The Grand Budapest Hotel,https://www.dailyscript.com/scripts/FSP3825_TGBH_SCRIPT_BOOK_C6.pdf,pdf,thegrandbudapesthotel,right_only,,,
,,"The Greatest Muppet Movie of All Time (filmed as ""The Muppets"")",https://www.dailyscript.com/scripts/TheGreatestMuppetMovieofAllTimebyJasonSegelandNicholasStoller10-30-09.pdf,pdf,"thegreatestmuppetmovieofalltime(filmedas""themuppets"")",right_only,,,
,,The Great Train Robbery,"https://www.dailyscript.com/scripts/Great%20Train%20Robbery,%20The%20(1903).txt",txt,thegreattrainrobbery,right_only,,,
,,The Hateful Eight,https://www.dailyscript.com/scripts/H8_SCRIPT_CleanedUp_Final1.pdf,pdf,thehatefuleight,right_only,,,
,,The Haunting (The Haunting of Hill House),https://www.dailyscript.com/scripts/the-haunting_production.html,html,thehaunting(thehauntingofhillhouse),right_only,,,
,,The Haunting of Hill House (The Haunting),https://www.dailyscript.com/scripts/the-haunting_production.html,html,thehauntingofhillhouse(thehaunting),right_only,,,
,,The Hills Have Eyes (was Blood Relations The Sun Wars),https://www.dailyscript.com/scripts/The-Hills-Have-Eyes.pdf,pdf,thehillshaveeyes(wasbloodrelationsthesunwars),right_only,,,
,,The Hindenberg,"https://www.dailyscript.com/scripts/Hindenburg,%20The%20(1975)%20[4-22-1974].pdf",pdf,thehindenberg,right_only,,,
,,The Hitcher,https://www.dailyscript.com/scripts/TheHitcher.pdf,pdf,thehitcher,right_only,,,
,,The Hollars,https://www.dailyscript.com/scripts/thehollars_screenplay.pdf,pdf,thehollars,right_only,,,
,,The Horse Wisperer,"https://www.dailyscript.com/scripts/Horse+Whisperer,+The.txt",txt,thehorsewisperer,right_only,,,
,,The Hulk,https://www.dailyscript.com/scripts/The_Hulk-France.pdf,pdf,thehulk,right_only,,,
,,"The Hundred Year Winter (filmed as The Chronicles of Narnia: The Lion, the Witch and the Wardrobe)",https://www.dailyscript.com/scripts/Chronicles_of_Narnia.pdf,pdf,thehundredyearwinter(filmedasthechroniclesofnarniathelionthewitchandthewardrobe),right_only,,,
,,The Hustler,"https://www.dailyscript.com/scripts/Hustler,+The.txt",txt,thehustler,right_only,,,
,,The Island of Dr. Moreau,https://www.dailyscript.com/scripts/the_island_of_dr_moreau.pdf,pdf,theislandofdrmoreau,right_only,,,
,,The Jackie Robinson Story,"https://www.dailyscript.com/scripts/Jackie%20Robinson%20Story,%20The.txt",txt,thejackierobinsonstory,right_only,,,
,,The Jolson Story,https://www.dailyscript.com/scripts/JOLSON.doc,doc,thejolsonstory,right_only,,,
,,The Kingdom of Heaven,https://www.dailyscript.com/scripts/The_Kingdom_of_Heaven.pdf,pdf,thekingdomofheaven,right_only,,,
,,The Last Temptation of Christ,"https://www.dailyscript.com/scripts/Last%20Temptation%20Of%20Christ,%20The.txt",txt,thelasttemptationofchrist,right_only,,,
,,The Leopard Man,https://www.dailyscript.com/scripts/theleopardman.htm,htm,theleopardman,right_only,,,
,,The Life and Death of Colonel Blimp,https://www.dailyscript.com/scripts/thelifeanddeathofcolonelblimp.html,html,thelifeanddeathofcolonelblimp,right_only,,,
,,The Lion In Winter,https://www.dailyscript.com/scripts/The_Lion_In_Winter.pdf,pdf,thelioninwinter,right_only,,,
,,The Long Goodbye,https://www.dailyscript.com/scripts/The%20Long%20Goodbye%20%5BLeigh%20Brackett%5D%20%2803_07_72%29%20%281%29.pdf,pdf,thelonggoodbye,right_only,,,
,,The Lookout,https://www.dailyscript.com/scripts/The-Lookout.pdf,pdf,thelookout,right_only,,,
,,The Lord of the Rings: The Return of the King,https://www.dailyscript.com/scripts/TLOTR%20-%20The%20Return%20Of%20The%20King.txt,txt,thelordoftheringsthereturnoftheking,right_only,,,
,,The Lost Boys,https://www.dailyscript.com/scripts/TheLostBoys.htm,htm,thelostboys,right_only,,,
,,The Lost City of Z,https://www.dailyscript.com/scripts/2015-10-25-LCOZ-FINAL-FULL-SHOOTING-SCRIPT-WHITE-TO-BUFF.pdf,pdf,thelostcityofz,right_only,,,
,,The Lost Weekend,"https://www.dailyscript.com/scripts/Lost%20Weekend,%20The.txt",txt,thelostweekend,right_only,,,
,,The Lovely Bones,https://www.dailyscript.com/scripts/The_Lovely_Bones_script.pdf,pdf,thelovelybones,right_only,,,
,,The Maltese Falcon,https://www.dailyscript.com/scripts/Maltese_Falcon.pdf,pdf,themaltesefalcon,right_only,,,
,,The Meddler,https://www.dailyscript.com/scripts/themeddler_screenplay.pdf,pdf,themeddler,right_only,,,
,,The Meyerowitz Stories (New and Selected),https://www.dailyscript.com/scripts/TMS.PDF,pdf,themeyerowitzstories(newandselected),right_only,,,
,,The Mirror Has Two Faces,https://www.dailyscript.com/scripts/mirrorhastwofaces.pdf,pdf,themirrorhastwofaces,right_only,,,
,,The Mummy (1999),"https://www.dailyscript.com/scripts/Mummy,+The.txt",txt,themummy(1999),right_only,,,
,,The Muppets (written as The Greatest Muppet Movie of All Time),https://www.dailyscript.com/scripts/TheGreatestMuppetMovieofAllTimebyJasonSegelandNicholasStoller10-30-09.pdf,pdf,themuppets(writtenasthegreatestmuppetmovieofalltime),right_only,,,
,,The Night of the Hunter,"https://www.dailyscript.com/scripts/Night+Of+The+Hunter,+The.txt",txt,thenightofthehunter,right_only,,,
,,The Number 23,https://www.dailyscript.com/scripts/The-Number-23-script.pdf,pdf,thenumber23,right_only,,,
,,The Omen,https://www.dailyscript.com/scripts/Omen.pdf,pdf,theomen,right_only,,,
,,The Parallax View,https://www.dailyscript.com/scripts/The_Parallax_View_-_Original_Draft.pdf,pdf,theparallaxview,right_only,,,
,,The Perfect Neighbor (was The Perfect Stranger),https://www.dailyscript.com/scripts/The+Perfect+Neighbor+the+password+is+perfection.pdf,pdf,theperfectneighbor(wastheperfectstranger),right_only,,,
,,"The Perfect Stranger (filmed as ""The Perfect Neighbor"")",https://www.dailyscript.com/scripts/The+Perfect+Neighbor+the+password+is+perfection.pdf,pdf,"theperfectstranger(filmedas""theperfectneighbor"")",right_only,,,
,,The Ploughman's Lunch,https://www.dailyscript.com/scripts/ploughmans_lunch.html,html,theploughmanslunch,right_only,,,
,,The Post,https://www.dailyscript.com/scripts/the-post-2017.pdf,pdf,thepost,right_only,,,
,,The Private Life of Sherlock Homes,https://www.dailyscript.com/scripts/holmes.pdf,pdf,theprivatelifeofsherlockhomes,right_only,,,
,,The Producers,"https://www.dailyscript.com/scripts/Producers,%20The.txt",txt,theproducers,right_only,,,
,,The Public Eye,"https://www.dailyscript.com/scripts/Public%20Eye,%20The.txt",txt,thepubliceye,right_only,,,
,,The Red Turtle,https://www.dailyscript.com/scripts/theredturtle_screenplay.pdf,pdf,theredturtle,right_only,,,
,,The Royal Tenenbaums,https://www.dailyscript.com/scripts/theroyaltenenbaums.pdf,pdf,theroyaltenenbaums,right_only,,,
,,The Rules of Attraction,https://www.dailyscript.com/scripts/The_Rules_Of_Attraction.pdf,pdf,therulesofattraction,right_only,,,
,,The Seventh Victim,https://www.dailyscript.com/scripts/SeventhVictim.htm,htm,theseventhvictim,right_only,,,
,,The Silence Of The Lambs,"https://www.dailyscript.com/scripts/Silence%20Of%20The%20Lambs,%20The.txt",txt,thesilenceofthelambs,right_only,,,
,,The Spectacular Now,https://www.dailyscript.com/scripts/The_Spectacular_Now.pdf,pdf,thespectacularnow,right_only,,,
,,The Spirit of St. Louis,https://www.dailyscript.com/scripts/spirit_of_st._louis.pdf,pdf,thespiritofstlouis,right_only,,,
,,The Thin Man,https://www.dailyscript.com/scripts/thethinman.html,html,thethinman,right_only,,,
,,The Third Man,https://www.dailyscript.com/scripts/the_third_man.html,html,thethirdman,right_only,,,
,,The Utah Murder Project,https://www.dailyscript.com/scripts/The-Utah-Murder-Project-finaldraft.pdf,pdf,theutahmurderproject,right_only,,,
,,"The Village (originally ""The Woods"")","https://www.dailyscript.com/scripts/Village,+The.txt",txt,"thevillage(originally""thewoods"")",right_only,,,
,,The Wedding Crashers,https://www.dailyscript.com/scripts/wedding_crashers.pdf,pdf,theweddingcrashers,right_only,,,
,,"The Wedding Date (was ""Something Borrowed"")",https://www.dailyscript.com/scripts/somethingborrowed.html,html,"theweddingdate(was""somethingborrowed"")",right_only,,,
,,The Wild One,"https://www.dailyscript.com/scripts/Wild%20One,%20The.txt",txt,thewildone,right_only,,,
,,The Witches of Eastwick,https://www.dailyscript.com/scripts/The_Witches_of_Eastwick.pdf,pdf,thewitchesofeastwick,right_only,,,
,,The X-Files Movie,https://www.dailyscript.com/scripts/the-x-files_production.html,html,thexfilesmovie,right_only,,,
,,The Year of Living Dangerously,https://www.dailyscript.com/scripts/TheYearofLivingDangerously.pdf,pdf,theyearoflivingdangerously,right_only,,,
,,The Zero Theorem,https://www.dailyscript.com/scripts/TheZeroTheorem.pdf,pdf,thezerotheorem,right_only,,,
,,Thief,https://www.dailyscript.com/scripts/thief.pdf,pdf,thief,right_only,,,
,,Thir13en Ghosts,https://www.dailyscript.com/scripts/thirteen_ghosts.pdf,pdf,thir13enghosts,right_only,,,
,,Thirteen Ghosts,https://www.dailyscript.com/scripts/thirteen_ghosts.pdf,pdf,thirteenghosts,right_only,,,
,,Three Thousand (filmed as Pretty Woman),https://www.dailyscript.com/scripts/Three_Thousand_Sundance.pdf,pdf,threethousand(filmedasprettywoman),right_only,,,
,,THX 1138,https://www.dailyscript.com/scripts/thx1138.html,html,thx1138,right_only,,,
,,To Kill a Mockingbird,https://www.dailyscript.com/scripts/To_Kill_a_Mockingbird.pdf,pdf,tokillamockingbird,right_only,,,
,,Toni Erdmann,https://www.dailyscript.com/scripts/tonierdmann_screenplay.pdf,pdf,tonierdmann,right_only,,,
,,Tootsie,https://www.dailyscript.com/scripts/Tootsie.pdf,pdf,tootsie,right_only,,,
,,Trainwreck,https://www.dailyscript.com/scripts/Trainwreck-Final-Script.pdf,pdf,trainwreck,right_only,,,
,,True Believer,https://www.dailyscript.com/scripts/True%20Believer.txt,txt,truebeliever,right_only,,,
,,True Crime,https://www.dailyscript.com/scripts/true_crime.pdf,pdf,truecrime,right_only,,,
,,Twelve Monkeys,https://www.dailyscript.com/scripts/twelve_monkeys.html,html,twelvemonkeys,right_only,,,
,,Twin Peaks: Fire Walk With Me,https://www.dailyscript.com/scripts/Twin+Peaks+-+Fire+Walk+With+Me.txt,txt,twinpeaksfirewalkwithme,right_only,,,
,,Unbroken,https://www.dailyscript.com/scripts/screenplay4_512054.pdf,pdf,unbroken,right_only,,,
,,Untitled 50 Cent Project (filmed as Get Rich Or Die Trying),https://www.dailyscript.com/scripts/Untitled_50_Cent_project_by_Terrence_Winter.pdf,pdf,untitled50centproject(filmedasgetrichordietrying),right_only,,,
,,Untraceable,https://www.dailyscript.com/scripts/untraceable.pdf,pdf,untraceable,right_only,,,
,,U Turn (Stray Dogs),https://www.dailyscript.com/scripts/u-turn_early.html,html,uturn(straydogs),right_only,,,
,,Vantage Point,https://www.dailyscript.com/scripts/Vantage_20Point.pdf,pdf,vantagepoint,right_only,,,
,,Vicky Cristina Barcelona,https://www.dailyscript.com/scripts/vicky-cristina-barcelona-script.pdf,pdf,vickycristinabarcelona,right_only,,,
,,Wes Craven's New Nightmare,https://www.dailyscript.com/scripts/WesCravensNewNightmare.txt,txt,wescravensnewnightmare,right_only,,,
,,What to Expect When You're Expecting,https://www.dailyscript.com/scripts/What_To_Expect_When_You're_Expecting.pdf,pdf,whattoexpectwhenyoureexpecting,right_only,,,
,,While We're Young,https://www.dailyscript.com/scripts/wwy_script.pdf,pdf,whilewereyoung,right_only,,,
,,Who Framed Roger Rabbit? (Who Shot Roger Rabbit?),https://www.dailyscript.com/scripts/roger-rabbit.html,html,whoframedrogerrabbit(whoshotrogerrabbit),right_only,,,
,,Wild Things: Diamonds in the Rough (was Rough Diamonds),https://www.dailyscript.com/scripts/Rough+Diamonds.pdf,pdf,wildthingsdiamondsintherough(wasroughdiamonds),right_only,,,
,,Woman In Gold,https://www.dailyscript.com/scripts/WIG_SCRIPT_wCover_R22.pdf,pdf,womaningold,right_only,,,
,,Wonderstruck,https://www.dailyscript.com/scripts/Wonderstruck-FINAL-SCRIPT.pdf,pdf,wonderstruck,right_only,,,
,,Wreck It Ralph,https://www.dailyscript.com/scripts/wreck-it-ralph-screenplay.pdf,pdf,wreckitralph,right_only,,,
,,"You'll Never Die In This Town Again (Kiss, Kiss, Bang, Bang)",https://www.dailyscript.com/scripts/Kiss_Kiss_Bang_Bang.pdf,pdf,youllneverdieinthistownagain(kisskissbangbang),right_only,,,
,,Youth,https://www.dailyscript.com/scripts/Youth.pdf,pdf,youth,right_only,,,
